Ata;Dia;Vereadores Presentes;Vereadores Ausentes;Leis;Link da Ata
11ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;23 de Abril de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, Bella Carmelo, Benigno Júnior, Cana Ibiapina, Chiquinho dos Carneiros, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mari Lacerda, Paulo Martins, PP CELL, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Dr. Luciano Girão, Irmão Leo, Marcelo Tchela, Michel Lins, Pedro Matos e Priscila Costa;0010/2025, 0011/2025, 0012/2025, 0013/2025, 0014/2025, 0015/2025, 0016/2025, 0017/2025, 0018/2025, 0020/2025, 0021/2025, 0260/2025, 0261/2025, 0262/2025, 0263/2025, 0265/2025, 0266/2025, 0269/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1812/ata/a23042025_-_11a_extra.pdf
11ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;23 de Abril de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, BelIa Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Irmão Leo e Priscila Costa;0010/2025, 0011/2025, 0012/2025, 0013/2025, 0014/2025, 0015/2025, 0016/2025, 0017/2025, 0018/2025, 0020/2025, 0021/2025, 0260/2025, 0261/2025, 0262/2025, 0263/2025, 0265/2025, 0266/2025, 0269/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1812/ata/a23042025_-_11a_extra.pdf
30ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;23 de Abril de 2025;Adriana Gerônimo, Aglaylson, BelIa Carmelo, Benigno Júnior, Bruno Mesquita, Chiquinho dos Carneiros, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Janio Henrique, Jorge Pinheiro, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Professora Adriana Almeida, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0010/2025, 0011/2025, 0012/2025, 0013/2025, 0014/2025, 0015/2025, 0016/2025, 0017/2025, 0018/2025, 0020/2025, 0021/2025, 0260/2025, 0261/2025, 0262/2025, 0263/2025, 0265/2025, 0266/2025, 0269/2025, 0460/2025, 0466/2025, 0488/2025, 0583/2025, 0673/2025, 0678/2025, 0685/2025, 0698/2025, 0712/2025, 0757/2025, 0763/2025, 0887/2025, 0915/2025, 0940/2025, 0941/2025, 0944/2025, 0983/2025, 0987/2025, 0998/2025, 1992/2025, 3854/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1811/ata/a23042025.pdf
30ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;23 de Abril de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, BelIa Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, /3 Priscila Costa, Professora Adriana Almeida, Professor Aguiar Taba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brita e Wellington Sabóia;Nenhum ausente registrado;0010/2025, 0011/2025, 0012/2025, 0013/2025, 0014/2025, 0015/2025, 0016/2025, 0017/2025, 0018/2025, 0020/2025, 0021/2025, 0260/2025, 0261/2025, 0262/2025, 0263/2025, 0265/2025, 0266/2025, 0269/2025, 0460/2025, 0466/2025, 0488/2025, 0583/2025, 0673/2025, 0678/2025, 0685/2025, 0698/2025, 0712/2025, 0757/2025, 0763/2025, 0887/2025, 0915/2025, 0940/2025, 0941/2025, 0944/2025, 0983/2025, 0987/2025, 0998/2025, 1992/2025, 3854/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1811/ata/a23042025.pdf
29ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;22 de Abril de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, BelIa Carmelo, Benigno Júnior, Bruno Mesquita, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Cardei Rolim, Germano He-Man, inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0002/2025, 0008/2025, 0010/2025, 0011/2025, 0012/2025, 0013/2025, 0015/2025, 0016/2025, 0017/2025, 0018/2025, 0020/2025, 0021/2025, 0024/2025, 0030/2025, 0088/2025, 0120/2024, 0215/2025, 0216/2025, 0260/2025, 0261/2025, 0262/2025, 0263/2025, 0265/2025, 0266/2025, 0402/2025, 0403/2025, 0484/2025, 0486/2025, 0566/2025, 0567/2025, 0582/2025, 0727/2025, 0771/2025, 0775/2025, 0776/2025, 0886/2025, 0914/2025, 0926/2025, 0936/2025, 0939/2025, 0958/2025, 0962/2025, 0969/2025, 0973/2025, 0977/2025, 146/2015, 3852/2025, 3853/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1810/ata/a22042025.pdf
29ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;22 de Abril de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Bella Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brita e Wellington Sabóia, ao toda quarenta e três;Nenhum ausente registrado;0002/2025, 0008/2025, 0010/2025, 0011/2025, 0012/2025, 0013/2025, 0015/2025, 0016/2025, 0017/2025, 0018/2025, 0020/2025, 0021/2025, 0024/2025, 0030/2025, 0088/2025, 0120/2024, 0215/2025, 0216/2025, 0260/2025, 0261/2025, 0262/2025, 0263/2025, 0265/2025, 0266/2025, 0402/2025, 0403/2025, 0484/2025, 0486/2025, 0566/2025, 0567/2025, 0582/2025, 0727/2025, 0771/2025, 0775/2025, 0776/2025, 0886/2025, 0914/2025, 0926/2025, 0936/2025, 0939/2025, 0958/2025, 0962/2025, 0969/2025, 0973/2025, 0977/2025, 146/2015, 3852/2025, 3853/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1810/ata/a22042025.pdf
28ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;16 de Abril de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, BelIa Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Estrela Barros, Gabriel Aguiar, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Enilson, Rene Pessoa, Ronaldo Martins, Tia Francisca, Tony Brito e Wellington Sabóia;Dr, Luciano Girão, Dr. Vicente, Gardel Rolim, Julierme Sena, Paulo Martins e Soldado Noelio;0005/2025, 0031/2025, 0032/2025, 0144/2025, 0173/2025, 0400/2025, 0401/2025, 0843/2025, 0869/2025, 0885/2025, 0899/2025, 0900/2025, 0906/2025, 0909/2025, 0922/2025, 0923/2025, 0933/2025, 0934/2025, 0935/2025, 0960/2025, 0961/2025, 2280/2025, 2607/2025, 3520/2025, 3770/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1808/ata/a16042025.pdf
28ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;16 de Abril de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Belia Carmelo, Benigno Júnior, Bruno Mesquita, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins Pedro Matos, Priscila Costa, Professora Adriana Almeida, Prof Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo M Tia Francisca;Nenhum ausente registrado;0005/2025, 0031/2025, 0032/2025, 0144/2025, 0173/2025, 0400/2025, 0401/2025, 0843/2025, 0869/2025, 0885/2025, 0899/2025, 0900/2025, 0906/2025, 0909/2025, 0922/2025, 0923/2025, 0933/2025, 0934/2025, 0935/2025, 0960/2025, 0961/2025, 2280/2025, 2607/2025, 3520/2025, 3770/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1808/ata/a16042025.pdf
27ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;15 de Abril de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, BelIa Carmelo, Benigno Júnior, Bruno Mesquita, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He- Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0006/2025, 0009/2025, 0090/2025, 0256/2025, 0398/2025, 0399/2025, 0483/2025, 0564/2025, 0570/2025, 0581/2025, 0624/2025, 0629/2025, 0868/2025, 0872/2025, 0875/2025, 0880/2025, 0884/2025, 0894/2025, 0898/2025, 0910/2025, 0916/2025, 0920/2025, 0925/2025, 0966/2025, 1274/2022, 1670/2020, 2000/2025, 3484/2024, 3485/2024, 3684/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1807/ata/a15042025.pdf
27ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;15 de Abril de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, BelIa Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0006/2025, 0009/2025, 0090/2025, 0256/2025, 0398/2025, 0399/2025, 0483/2025, 0564/2025, 0570/2025, 0581/2025, 0624/2025, 0629/2025, 0868/2025, 0872/2025, 0875/2025, 0880/2025, 0884/2025, 0894/2025, 0898/2025, 0910/2025, 0916/2025, 0920/2025, 0925/2025, 0966/2025, 1274/2022, 1670/2020, 2000/2025, 3484/2024, 3485/2024, 3684/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1807/ata/a15042025.pdf
26ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;10 de Abril de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, Beila Carmelo, Benigno Júnior, Bruno Mesquita, Carta Ibiapina, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Gardel Rolim e Priscila Costa;0006/2025, 0080/2025, 0088/2025, 0103/2024, 0337/2025, 0396/2025, 0397/2025, 0482/2025, 0546/2025, 0550/2025, 0813/2024, 0863/2023, 0864/2025, 0866/2025, 0867/2025, 0897/2025, 0911/2025, 1659/2023, 2025/2026, 3301/2025, 3547/2025, 3603/2025, 5415/2024, 5416/2024;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1806/ata/a10042025.pdf
26ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;10 de Abril de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Belia Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Luciano 3>/& Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0006/2025, 0080/2025, 0088/2025, 0103/2024, 0337/2025, 0396/2025, 0397/2025, 0482/2025, 0546/2025, 0550/2025, 0813/2024, 0863/2023, 0864/2025, 0866/2025, 0867/2025, 0897/2025, 0911/2025, 1659/2023, 2025/2026, 3301/2025, 3547/2025, 3603/2025, 5415/2024, 5416/2024;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1806/ata/a10042025.pdf
25ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;9 de Abril de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, BeIla Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He- Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Enilson, Rene Pessoa, Ronaldo Martins, Tia Francisca, Tony Brito e Wellington Sabóia;Dr. Luciano Girão, Julierme Sena, Luiz Sérgio, Pedro Matos e Soldado Noelio;0002/2025, 0006/2025, 0013/2025, 0020/2025, 0023/2025, 0025/2025, 0026/2025, 0028/2025, 0053/2025, 0068/2025, 0084/2025, 0089/2025, 0097/2025, 0120/2024, 0186/2025, 0341/2025, 0393/2025, 0395/2025, 0480/2025, 0481/2025, 0524/2025, 0561/2025, 0563/2025, 0801/2025, 0811/2025, 0817/2025, 0822/2025, 0823/2025, 0840/2025, 0842/2025, 0848/2025, 0942/2025, 1657/2025, 1934/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1805/ata/a09042025.pdf
25ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;9 de Abril de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, BelIa Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Julierme Sena, Kátia Rodrigues, Leo Couto, Luiz Paupina, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Uns, Paulo Martins, PP CELL, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Dr. Luciano Girão, Luiz Sérgio, Pedro Matos, Priscila Costa e Rene Pessoa;0002/2025, 0006/2025, 0013/2025, 0020/2025, 0023/2025, 0025/2025, 0026/2025, 0028/2025, 0053/2025, 0068/2025, 0084/2025, 0089/2025, 0097/2025, 0120/2024, 0186/2025, 0341/2025, 0393/2025, 0395/2025, 0480/2025, 0481/2025, 0524/2025, 0561/2025, 0563/2025, 0801/2025, 0811/2025, 0817/2025, 0822/2025, 0823/2025, 0840/2025, 0842/2025, 0848/2025, 0942/2025, 1657/2025, 1934/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1805/ata/a09042025.pdf
24ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura;8 de Abril de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, BelIa Carmelo, Bruno Mesquita, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Benigno Júnior, Gabriel Aguiar, Gardel Rolim, Julierme Sena e Marcelo Mendes;0006/2025, 0051/2025, 0085/2025, 0086/2025, 0095/2025, 0096/2025, 0219/2024, 0253/2024, 0391/2025, 0392/2025, 0554/2025, 0598/2025, 0761/2025, 0772/2025, 0779/2025, 0800/2025, 0804/2025, 0806/2025, 0809/2025, 0810/2025, 0813/2025, 0816/2025, 0820/2025, 0839/2025, 0841/2025, 0845/2025, 0846/2025, 0847/2025, 0943/2025, 2534/2025, 3361/2024, 3419/2025, 670/2020;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1804/ata/a08042025.pdf
23ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;3 de Abril de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, BelIa Carmelo, Cana Ibiapina, Chiquinho dos Carneiros, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Germano He-Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Tia Francisca, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0008/2025, 0038/2025, 0048/2025, 0052/2025, 0055/2025, 0064/2025, 0074/2025, 0083/2025, 0216/2025, 0241/2024, 0323/2023, 0324/2025, 0366/2025, 0389/2025, 0390/2025, 0477/2025, 0518/2025, 0523/2025, 0560/2025, 0748/2025, 0788/2025, 2800/2025, 2829/2025, 3125/2025, 3307/2025, 3392/2025, 3438/2025, 845/2019;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1803/ata/a03042025.pdf
23ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;3 de Abril de 2025;Adail Júnior, Adriana Gerônimo, Aglaylson, Ana Aracapé, Bella Carmelo, Benigno Júnior, Bruno Mesquita, Carla Ibiapina, Chiquinho dos Carneiros, Dr. Vicente, Estrela Barros, Gardel Rolim, Germano He- Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Soldado Noelio, Tia Francisca, Tony Brita e Wellington Sabóia;Nenhum ausente registrado;0008/2025, 0038/2025, 0048/2025, 0052/2025, 0055/2025, 0064/2025, 0074/2025, 0083/2025, 0216/2025, 0241/2024, 0323/2023, 0324/2025, 0366/2025, 0389/2025, 0390/2025, 0477/2025, 0518/2025, 0523/2025, 0560/2025, 0748/2025, 0788/2025, 2800/2025, 2829/2025, 3125/2025, 3307/2025, 3392/2025, 3438/2025, 845/2019;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1803/ata/a03042025.pdf
10ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;2 de Abril de 2025;Adriana Gerônimo, Ana Aracapé, Belia Carmelo, Cana Ibiapina, Dr. Luciano Girão, Estrela Barros, Gabriel Aguiar, Germano He-Man, Inspetor Alberto, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcelo Mendes, Marcelo Tchela, Mari Lacerda, Michel Lins, Paulo Martins, PP CELL, Professor Enilson, Tony Brito e Wellington Sabóia;Nenhum ausente registrado;0018/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1802/ata/a02042025_-_10a_extra.pdf
10ª Extraordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 2;2 de Abril de 2025;Adail Júnior, Adriana Ger Aglaylson, Ana Aracapé, BelIa Carmelo, Benigno Júnior, Mesquita, Carla Ibiapina, Dr. Luciano Girão, Dr. Vicente, 1 Rolim, Germano He-Man, Inspetor Alberto, Janio Henrique, Jorge Pinheiro, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, PP CELL, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Tia Francisca e Tony Brito;Nenhum ausente registrado;0018/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1802/ata/a02042025_-_10a_extra.pdf
21ª Ordinária da 1ª Sessão Legislativa da 20ª Legislatura - Chamada 1;1 de Abril de 2025;Adriana Gerônimo, Aglaylson, Ana Aracapé, Beila Carmelo, Benigno Júnior, Bruno Mesquita, Chiquinho dos Carneiros, Dr. Luciano Girão, Dr. Vicente, Estrela Barros, Gabriel Aguiar, Gardel Rolim, Germano He- Man, Inspetor Alberto, Irmão Leo, Janio Henrique, Jorge Pinheiro, Kátia Rodrigues, Leo Couto, Luiz Paupina, Luiz Sérgio, Marcel Colares, Marcelo Mendes, Marcelo Tchela, Marcos Paulo, Mari Lacerda, Michel Lins, Paulo Martins, Pedro Matos, PP CELL, Priscila Costa, Professora Adriana Almeida, Professor Aguiar Toba, Professor Enilson, Rene Pessoa, Ronaldo Martins, Soldado Noelio, Tia Francisca, Tony Brito e Wellington Sabóia;Julierme Sena;0015/2025, 0018/2025, 0037/2025, 0277/2025, 0279/2025, 0334/2025, 0385/2025, 0386/2025, 0435/2025, 0471/2025, 0472/2025, 0497/2025, 0512/2025, 0513/2025, 0555/2025, 0556/2025, 0694/2025, 0697/2025, 0701/2025, 0702/2025, 0729/2025, 0731/2025, 0732/2025, 0734/2025, 0746/2025, 0747/2025, 0764/2025, 0765/2025, 0768/2025, 0769/2025, 0773/2025, 0778/2025, 3265/2025;https://sapl.fortaleza.ce.leg.br/media/sapl/public/sessaoplenaria/1800/ata/a01042025.pdf
